date,time,currency,event,impact,actual,forecast,previous
2022-04-07,20:00,CAD,Annual Budget Release,low,,,
2022-04-07,23:50,JPY,Current Account,low,0.52T,0.27T,0.19T
2022-04-08,01:30,AUD,RBA Financial Stability Review,low,,,
2022-04-08,05:00,JPY,Consumer Confidence,low,32.8,36.9,35.3
2022-04-08,06:00,JPY,Economy Watchers Sentiment,low,47.8,45.0,37.7
2022-04-08,08:00,EUR,Italian Retail Sales m/m,low,0.7%,0.5%,-0.5%
2022-04-08,12:30,CAD,Employment Change,high,72.5K,77.5K,336.6K
2022-04-08,12:30,CAD,Unemployment Rate,high,5.3%,5.4%,5.5%
2022-04-08,14:00,USD,Final Wholesale Inventories m/m,low,2.5%,2.1%,2.1%
2022-04-10,08:30,EUR,French Presidential Election,high,,,
2022-04-11,00:30,JPY,BOJ Gov Kuroda Speaks,medium,,,
2022-04-11,01:30,CNY,CPI y/y,low,1.5%,1.3%,0.9%
2022-04-11,01:30,CNY,PPI y/y,low,8.3%,8.1%,8.8%
2022-04-11,05:59,JPY,Prelim Machine Tool Orders y/y,low,30.2%,,31.6%
2022-04-11,06:00,GBP,Construction Output m/m,low,-0.1%,0.5%,1.1%
2022-04-11,06:00,GBP,GDP m/m,low,0.1%,0.2%,0.8%
2022-04-11,06:00,GBP,Goods Trade Balance,low,-20.6B,-16.8B,-26.5B
2022-04-11,06:00,GBP,Index of Services 3m/3m,low,0.8%,0.7%,1.0%
2022-04-11,06:00,GBP,Industrial Production m/m,low,-0.6%,0.3%,0.7%
2022-04-11,06:00,GBP,Manufacturing Production m/m,low,-0.4%,0.3%,0.8%
2022-04-11,08:10,CNY,M2 Money Supply y/y,low,9.7%,9.2%,9.2%
2022-04-11,08:10,CNY,New Loans,low,3130B,2750B,1230B
2022-04-11,10:00,GBP,NIESR GDP Estimate,low,1.0%,,1.0%
2022-04-11,13:30,USD,FOMC Member Bowman Speaks,low,,,
2022-04-11,22:04,NZD,NZIER Business Confidence,low,-40,,-28
2022-04-11,22:45,NZD,Visitor Arrivals m/m,low,29.8%,,-34.5%
2022-04-11,23:01,GBP,BRC Retail Sales Monitor y/y,low,-0.4%,2.6%,2.7%
2022-04-11,23:50,JPY,Bank Lending y/y,low,0.5%,0.5%,0.4%
2022-04-11,23:50,JPY,PPI y/y,low,9.5%,9.2%,9.3%
2022-04-12,01:30,AUD,NAB Business Confidence,low,16,,13
2022-04-12,06:00,EUR,German Final CPI m/m,low,2.5%,2.5%,2.5%
2022-04-12,06:00,EUR,German WPI m/m,low,6.9%,1.4%,1.7%
2022-04-12,06:00,GBP,Average Earnings Index 3m/y,low,5.4%,5.4%,4.8%
2022-04-12,06:00,GBP,Claimant Count Change,low,-46.9K,-41.1K,-48.1K
2022-04-12,06:00,GBP,Unemployment Rate,low,3.8%,3.8%,3.9%
2022-04-12,06:45,EUR,French Trade Balance,low,-10.3B,-9.3B,-8.0B
2022-04-12,09:00,EUR,ZEW Economic Sentiment,medium,-43.0,-46.5,-38.7
2022-04-12,09:00,EUR,German ZEW Economic Sentiment,medium,-41.0,-48.4,-39.3
2022-04-12,09:02,GBP,10-y Bond Auction,low,1.932.6,,1.602.5
2022-04-12,10:00,USD,NFIB Small Business Index,low,93.2,95.0,95.7
2022-04-12,12:30,USD,Core CPI m/m,high,0.3%,0.5%,0.5%
2022-04-12,12:30,USD,Core CPI y/y,high,6.5%,6.6%,6.4%
2022-04-12,12:30,USD,CPI m/m,high,1.2%,1.2%,0.8%
2022-04-12,12:30,USD,CPI y/y,high,8.5%,8.4%,7.9%
2022-04-12,14:00,USD,RCM/TIPP Economic Optimism,low,45.5,43.2,41.0
2022-04-12,16:10,USD,FOMC Member Brainard Speaks,medium,,,
2022-04-12,17:01,USD,10-y Bond Auction,medium,2.722.4,,1.922.5
2022-04-12,18:00,USD,Federal Budget Balance,low,-192.7B,-191.5B,-216.6B
2022-04-12,20:30,USD,API Weekly Statistical Bulletin,low,,,
2022-04-12,22:45,NZD,FPI m/m,low,0.7%,,-0.1%
2022-04-12,23:50,JPY,Core Machinery Orders m/m,low,-9.8%,-1.5%,-2.0%
2022-04-12,23:50,JPY,M2 Money Stock y/y,low,3.5%,3.6%,3.6%
2022-04-13,00:30,AUD,Westpac Consumer Sentiment,low,-0.9%,,-4.2%
2022-04-13,02:00,NZD,Official Cash Rate,high,1.50%,1.25%,1.00%
2022-04-13,02:00,NZD,RBNZ Rate Statement,high,,,
2022-04-13,04:08,CNY,Trade Balance,low,301B,140B,739B
2022-04-13,04:43,CNY,USD-Denominated Trade Balance,low,47.4B,22.0B,116.0B
2022-04-13,06:00,GBP,CPI y/y,high,7.0%,6.7%,6.2%
2022-04-13,06:00,GBP,Core CPI y/y,low,5.7%,5.3%,5.2%
2022-04-13,06:00,GBP,PPI Input m/m,low,5.2%,2.0%,1.4%
2022-04-13,06:00,GBP,PPI Output m/m,low,2.0%,1.2%,0.8%
2022-04-13,06:00,GBP,RPI y/y,low,9.0%,8.8%,8.2%
2022-04-13,06:15,JPY,BOJ Gov Kuroda Speaks,medium,,,
2022-04-13,08:00,EUR,Italian Industrial Production m/m,low,4.0%,0.9%,-3.4%
2022-04-13,08:30,GBP,HPI y/y,low,10.9%,10.1%,9.6%
2022-04-13,09:38,EUR,German 10-y Bond Auction,low,0.831.3,,0.381.3
2022-04-13,12:30,USD,PPI m/m,high,1.4%,1.1%,0.8%
2022-04-13,12:30,USD,Core PPI m/m,medium,1.0%,0.5%,0.2%
2022-04-13,14:00,CAD,BOC Monetary Policy Report,high,,,
2022-04-13,14:00,CAD,BOC Rate Statement,high,,,
2022-04-13,14:00,CAD,Overnight Rate,high,1.00%,1.00%,0.50%
2022-04-13,14:30,USD,Crude Oil Inventories,low,9.4M,1.1M,2.4M
2022-04-13,15:00,CAD,BOC Press Conference,high,,,
2022-04-13,17:01,USD,30-y Bond Auction,medium,2.822.3,,2.382.5
2022-04-13,22:30,NZD,BusinessNZ Manufacturing Index,low,53.8,,53.6
2022-04-13,23:01,GBP,RICS House Price Balance,low,74%,75%,79%
2022-04-14,01:03,AUD,MI Inflation Expectations,low,5.2%,,4.9%
2022-04-14,01:30,AUD,Employment Change,high,17.9K,30.0K,77.4K
2022-04-14,01:30,AUD,Unemployment Rate,high,4.0%,3.9%,4.0%
2022-04-14,06:30,CHF,PPI m/m,low,0.8%,1.1%,0.4%
2022-04-14,07:02,CNY,Foreign Direct Investment ytd/y,low,25.6%,,37.9%
2022-04-14,08:30,GBP,BOE Credit Conditions Survey,low,,,
2022-04-14,11:45,EUR,Main Refinancing Rate,high,0.00%,0.00%,0.00%
2022-04-14,11:45,EUR,Monetary Policy Statement,high,,,
2022-04-14,12:30,CAD,Manufacturing Sales m/m,low,4.2%,3.6%,0.6%
2022-04-14,12:30,CAD,Wholesale Sales m/m,low,-0.4%,1.0%,4.2%
2022-04-14,12:30,EUR,ECB Press Conference,high,,,
2022-04-14,12:30,USD,Core Retail Sales m/m,high,1.1%,1.0%,0.2%
2022-04-14,12:30,USD,Retail Sales m/m,high,0.5%,0.6%,0.3%
2022-04-14,12:30,USD,Unemployment Claims,medium,185K,172K,166K
2022-04-14,12:30,USD,Import Prices m/m,low,2.6%,2.3%,1.4%
2022-04-14,13:30,GBP,CB Leading Index m/m,low,0.0%,,0.2%
2022-04-14,14:00,USD,Prelim UoM Consumer Sentiment,medium,65.7,59.1,59.7
2022-04-14,14:00,USD,Business Inventories m/m,low,1.5%,1.3%,1.1%
2022-04-14,14:00,USD,Prelim UoM Inflation Expectations,low,5.4%,,5.4%
2022-04-14,14:30,USD,Natural Gas Storage,low,15B,15B,-33B
2022-04-14,19:50,USD,FOMC Member Mester Speaks,medium,,,
2022-04-14,21:00,NZD,Bank Holiday,holiday,,,
2022-04-14,22:00,AUD,Bank Holiday,holiday,,,
2022-04-15,01:30,CNY,New Home Prices m/m,low,-0.07%,,-0.13%
2022-04-15,06:00,CHF,Bank Holiday,holiday,,,
2022-04-15,06:45,EUR,French Final CPI m/m,low,1.4%,1.4%,1.4%
2022-04-15,07:00,GBP,Bank Holiday,holiday,,,
2022-04-15,07:02,EUR,German Bank Holiday,holiday,,,
2022-04-15,12:30,USD,Empire State Manufacturing Index,medium,24.6,0.9,-11.8
2022-04-15,13:00,CAD,Bank Holiday,holiday,,,
2022-04-15,13:15,USD,Capacity Utilization Rate,low,78.3%,77.8%,77.6%
2022-04-15,13:15,USD,Industrial Production m/m,low,0.9%,0.4%,0.5%
2022-04-15,20:00,USD,TIC Long-Term Purchases,low,141.7B,103.5B,58.8B
2022-04-17,21:00,NZD,Bank Holiday,holiday,,,
2022-04-17,22:00,AUD,Bank Holiday,holiday,,,
2022-04-18,02:00,CNY,GDP q/y,high,4.8%,4.2%,4.0%
2022-04-18,02:00,CNY,Retail Sales y/y,medium,-3.5%,-3.0%,6.7%
2022-04-18,02:00,CNY,Fixed Asset Investment ytd/y,low,9.3%,8.5%,12.2%
2022-04-18,02:00,CNY,Industrial Production y/y,low,5.0%,4.0%,7.5%
2022-04-18,02:00,CNY,NBS Press Conference,low,,,
2022-04-18,02:00,CNY,Unemployment Rate,low,5.8%,5.5%,5.5%
2022-04-18,06:00,CHF,Bank Holiday,holiday,,,
2022-04-18,07:00,GBP,Bank Holiday,holiday,,,
2022-04-18,07:01,EUR,French Bank Holiday,holiday,,,
2022-04-18,07:02,EUR,German Bank Holiday,holiday,,,
2022-04-18,07:03,EUR,Italian Bank Holiday,holiday,,,
2022-04-18,14:00,USD,NAHB Housing Market Index,low,77,77,79
2022-04-18,14:15,All,IMF Meetings,low,,,
2022-04-18,20:00,NZD,RBNZ Gov Orr Speaks,high,,,
2022-04-18,20:00,USD,FOMC Member Bullard Speaks,medium,,,
2022-04-18,22:30,NZD,BusinessNZ Services Index,low,51.6,,48.6
2022-04-19,01:30,AUD,Monetary Policy Meeting Minutes,medium,,,
2022-04-19,01:30,AUD,Household Spending m/m,low,5.3%,,-17.4%
2022-04-19,04:30,JPY,Revised Industrial Production m/m,low,2.0%,0.1%,0.1%
2022-04-19,12:13,CAD,Housing Starts,low,246K,249K,247K
2022-04-19,12:30,CAD,Foreign Securities Purchases,low,7.44B,15.23B,13.49B
2022-04-19,12:30,USD,Building Permits,low,1.87M,1.83M,1.86M
2022-04-19,12:30,USD,Housing Starts,low,1.79M,1.74M,1.77M
2022-04-19,14:15,All,IMF Meetings,low,,,
2022-04-19,14:30,AUD,CB Leading Index m/m,low,0.6%,,-0.4%
2022-04-19,14:39,NZD,GDT Price Index,low,-3.6%,,-1.0%
2022-04-19,16:30,CHF,SNB Chairman Jordan Speaks,medium,,,
2022-04-19,20:30,USD,API Weekly Statistical Bulletin,low,,,
2022-04-19,23:50,JPY,Trade Balance,low,-0.90T,-0.58T,-1.03T
2022-04-20,00:30,AUD,MI Leading Index m/m,low,0.3%,,-0.2%
2022-04-20,01:15,CNY,1-y Loan Prime Rate,medium,3.70%,3.65%,3.70%
2022-04-20,01:15,CNY,5-y Loan Prime Rate,medium,4.60%,4.55%,4.60%
2022-04-20,04:30,JPY,Tertiary Industry Activity m/m,low,-1.3%,0.3%,-0.7%
2022-04-20,06:00,EUR,German PPI m/m,low,4.9%,2.7%,1.4%
2022-04-20,08:00,EUR,Italian Trade Balance,low,-1.66B,-4.23B,-5.05B
2022-04-20,09:00,EUR,Industrial Production m/m,low,0.7%,0.8%,0.0%
2022-04-20,09:00,EUR,Trade Balance,low,-9.4B,-6.5B,-7.7B
2022-04-20,12:30,CAD,CPI m/m,high,1.4%,0.9%,1.0%
2022-04-20,12:30,CAD,Common CPI y/y,medium,2.8%,2.7%,2.6%
2022-04-20,12:30,CAD,Median CPI y/y,medium,3.8%,3.5%,3.5%
2022-04-20,12:30,CAD,Trimmed CPI y/y,medium,4.7%,4.3%,4.3%
2022-04-20,12:30,CAD,NHPI m/m,low,1.2%,0.7%,1.1%
2022-04-20,12:30,EUR,German Buba President Nagel Speaks,low,,,
2022-04-20,12:32,CAD,Core CPI m/m,low,1.0%,,0.8%
2022-04-20,14:00,USD,Existing Home Sales,medium,5.77M,5.78M,6.02M
2022-04-20,14:15,All,IMF Meetings,low,,,
2022-04-20,14:30,USD,Crude Oil Inventories,low,-8.0M,3.0M,9.4M
2022-04-20,15:15,All,G20 Meetings,medium,,,
2022-04-20,15:15,All,G7 Meetings,low,,,
2022-04-20,18:00,USD,Beige Book,low,,,
2022-04-20,22:45,NZD,CPI q/q,high,1.8%,2.0%,1.4%
2022-04-21,08:40,EUR,Spanish 10-y Bond Auction,low,1.741.3,,1.602.3
2022-04-21,09:00,EUR,Final Core CPI y/y,low,2.9%,3.0%,3.0%
2022-04-21,09:00,EUR,Final CPI y/y,low,7.4%,7.5%,7.5%
2022-04-21,12:30,USD,Philly Fed Manufacturing Index,medium,17.6,21.5,27.4
2022-04-21,12:30,USD,Unemployment Claims,medium,184K,177K,185K
2022-04-21,13:00,GBP,MPC Member Mann Speaks,low,,,
2022-04-21,13:46,EUR,Consumer Confidence,low,-17,-20,-19
2022-04-21,14:00,USD,CB Leading Index m/m,low,0.3%,0.3%,0.3%
2022-04-21,14:15,All,IMF Meetings,low,,,
2022-04-21,14:30,USD,Natural Gas Storage,low,53B,40B,15B
2022-04-21,15:00,USD,FOMC Member Powell Speaks,medium,,,
2022-04-21,16:30,GBP,BOE Gov Bailey Speaks,high,,,
2022-04-21,17:00,EUR,ECB President Lagarde Speaks,medium,,,
2022-04-21,17:00,USD,FOMC Member Powell Speaks,high,,,
2022-04-21,23:00,AUD,Flash Manufacturing PMI,low,57.9,,57.3
2022-04-21,23:00,AUD,Flash Services PMI,low,56.6,,57.9
2022-04-21,23:01,GBP,GfK Consumer Confidence,low,-38,-33,-31
2022-04-21,23:30,JPY,National Core CPI y/y,low,0.8%,0.8%,0.6%
2022-04-22,00:30,JPY,Flash Manufacturing PMI,low,53.4,53.3,53.2
2022-04-22,06:00,GBP,Retail Sales m/m,medium,-1.4%,-0.3%,-0.3%
2022-04-22,07:15,EUR,French Flash Services PMI,medium,58.8,56.4,57.4
2022-04-22,07:15,EUR,French Flash Manufacturing PMI,low,55.4,53.7,54.8
2022-04-22,07:30,EUR,German Flash Manufacturing PMI,high,54.1,54.6,57.6
2022-04-22,07:30,EUR,German Flash Services PMI,high,57.9,55.4,55.0
2022-04-22,08:00,EUR,Current Account,low,20.8B,22.8B,22.6B
2022-04-22,08:00,EUR,Flash Manufacturing PMI,low,55.3,54.9,57.0
2022-04-22,08:00,EUR,Flash Services PMI,low,57.7,55.0,54.8
2022-04-22,08:30,GBP,Flash Manufacturing PMI,medium,55.3,53.9,55.5
2022-04-22,08:30,GBP,Flash Services PMI,medium,58.3,59.9,61.0
2022-04-22,10:00,EUR,German Buba Monthly Report,low,,,
2022-04-22,12:30,CAD,Core Retail Sales m/m,medium,2.1%,0.4%,2.5%
2022-04-22,12:30,CAD,Retail Sales m/m,medium,0.1%,-0.4%,3.2%
2022-04-22,12:30,CAD,IPPI m/m,low,4.0%,2.0%,3.1%
2022-04-22,12:30,CAD,RMPI m/m,low,11.8%,7.1%,6.0%
2022-04-22,13:00,EUR,ECB President Lagarde Speaks,medium,,,
2022-04-22,13:45,USD,Flash Manufacturing PMI,medium,59.7,58.1,58.5
2022-04-22,13:45,USD,Flash Services PMI,medium,54.7,58.0,58.9
2022-04-22,14:15,All,IMF Meetings,low,,,
2022-04-22,14:30,GBP,BOE Gov Bailey Speaks,high,,,
2022-04-23,14:15,All,IMF Meetings,low,,,
2022-04-24,08:30,EUR,French Presidential Election,high,,,
2022-04-24,14:15,All,IMF Meetings,low,,,
2022-04-24,21:00,NZD,Bank Holiday,holiday,,,
2022-04-24,22:00,AUD,Bank Holiday,holiday,,,
2022-04-24,23:01,GBP,Rightmove HPI m/m,low,1.6%,,1.7%
2022-04-24,23:50,JPY,SPPI y/y,low,1.3%,1.2%,1.1%
2022-04-25,07:03,EUR,Italian Bank Holiday,holiday,,,
2022-04-25,08:00,EUR,German ifo Business Climate,medium,91.8,88.3,90.8
2022-04-25,10:00,GBP,CBI Industrial Order Expectations,low,14,24,26
2022-04-25,12:58,EUR,Belgian NBB Business Climate,low,2.4,0.2,0.4
2022-04-25,15:00,CAD,BOC Gov Macklem Speaks,high,,,
2022-04-25,23:30,JPY,Unemployment Rate,low,2.6%,2.7%,2.7%
2022-04-26,03:00,NZD,Credit Card Spending y/y,low,3.4%,,1.0%
2022-04-26,05:00,JPY,BOJ Core CPI y/y,low,1.1%,1.1%,1.0%
2022-04-26,06:00,CHF,Trade Balance,low,2.99B,6.23B,5.95B
2022-04-26,06:00,GBP,Public Sector Net Borrowing,low,17.3B,14.2B,12.3B
2022-04-26,12:30,USD,Core Durable Goods Orders m/m,medium,1.1%,0.5%,-0.6%
2022-04-26,12:30,USD,Durable Goods Orders m/m,medium,0.8%,1.0%,-2.2%
2022-04-26,12:55,CAD,Gov Council Member Lane Speaks,low,,,
2022-04-26,13:00,USD,HPI m/m,low,2.1%,1.5%,1.6%
2022-04-26,13:00,USD,S&P/CS Composite-20 HPI y/y,low,20.2%,19.2%,19.1%
2022-04-26,13:59,USD,Richmond Manufacturing Index,low,14,9,13
2022-04-26,14:00,USD,CB Consumer Confidence,medium,107.3,108.5,107.2
2022-04-26,14:00,USD,New Home Sales,low,763K,774K,772K
2022-04-26,20:30,USD,API Weekly Statistical Bulletin,low,,,
2022-04-27,01:30,AUD,CPI m/m,high,2.1%,1.7%,1.3%
2022-04-27,01:30,AUD,Trimmed Mean CPI m/m,high,1.4%,1.2%,1.0%
2022-04-27,06:00,EUR,German GfK Consumer Climate,low,-26.5,-16.1,-15.5
2022-04-27,08:00,CHF,UBS Economic Expectations,low,-51.6,,-27.8
2022-04-27,10:00,GBP,CBI Realized Sales,low,-35,-6,9
2022-04-27,12:30,USD,Goods Trade Balance,low,-125.3B,-105.0B,-106.6B
2022-04-27,12:30,USD,Prelim Wholesale Inventories m/m,low,2.3%,1.5%,2.1%
2022-04-27,13:00,CNY,CB Leading Index m/m,low,-0.1%,,0.6%
2022-04-27,14:00,USD,Pending Home Sales m/m,low,-1.2%,-1.0%,-4.1%
2022-04-27,14:30,USD,Crude Oil Inventories,low,0.7M,0.1M,-8.0M
2022-04-27,16:00,EUR,ECB President Lagarde Speaks,medium,,,
2022-04-27,22:30,CAD,BOC Gov Macklem Speaks,high,,,
2022-04-27,22:45,NZD,Trade Balance,low,-392M,-648M,-385M
2022-04-27,23:50,JPY,Prelim Industrial Production m/m,low,0.3%,0.5%,0.1%
2022-04-27,23:50,JPY,Retail Sales y/y,low,0.9%,0.3%,-0.8%
2022-04-28,01:00,NZD,ANZ Business Confidence,low,-42.0,,-41.9
2022-04-28,01:30,AUD,Import Prices q/q,low,5.1%,7.1%,5.8%
2022-04-28,03:11,JPY,BOJ Outlook Report,high,,,
2022-04-28,03:11,JPY,Monetary Policy Statement,medium,,,
2022-04-28,03:11,JPY,BOJ Policy Rate,low,-0.10%,-0.10%,-0.10%
2022-04-28,04:59,JPY,Housing Starts y/y,low,6.0%,-0.5%,6.3%
2022-04-28,06:29,EUR,German Prelim CPI m/m,low,0.8%,0.5%,2.5%
2022-04-28,06:30,JPY,BOJ Press Conference,medium,,,
2022-04-28,07:00,EUR,Spanish Flash CPI y/y,low,8.4%,9.1%,9.8%
2022-04-28,07:00,EUR,Spanish Unemployment Rate,low,13.6%,13.0%,13.3%
2022-04-28,08:00,EUR,ECB Economic Bulletin,low,,,
2022-04-28,12:30,USD,Advance GDP q/q,high,-1.4%,1.1%,6.9%
2022-04-28,12:30,USD,Advance GDP Price Index q/q,medium,8.0%,7.2%,6.9%
2022-04-28,12:30,USD,Unemployment Claims,medium,180K,178K,184K
2022-04-28,14:30,USD,Natural Gas Storage,low,40B,39B,53B
2022-04-29,00:00,JPY,Bank Holiday,holiday,,,
2022-04-29,01:30,AUD,PPI q/q,low,1.6%,1.5%,1.3%
2022-04-29,01:30,AUD,Private Sector Credit m/m,low,0.4%,0.6%,0.6%
2022-04-29,05:30,EUR,French Consumer Spending m/m,low,-1.3%,-0.3%,0.8%
2022-04-29,05:30,EUR,French Flash GDP q/q,low,0.0%,0.3%,0.7%
2022-04-29,06:00,EUR,German Import Prices m/m,low,5.7%,3.5%,1.3%
2022-04-29,06:00,GBP,Nationwide HPI m/m,low,0.3%,0.8%,1.1%
2022-04-29,06:30,CHF,Retail Sales y/y,low,-6.6%,13.3%,12.8%
2022-04-29,06:45,EUR,French Prelim CPI m/m,low,0.4%,0.2%,1.4%
2022-04-29,07:00,CHF,KOF Economic Barometer,low,101.7,98.8,99.7
