date,time,currency,event,impact,actual,forecast,previous
2024-01-01,00:00,JPY,Bank Holiday,holiday,,,
2024-01-01,01:01,CNY,Bank Holiday,holiday,,,
2024-01-01,06:00,CHF,Bank Holiday,holiday,,,
2024-01-01,07:01,EUR,French Bank Holiday,holiday,,,
2024-01-01,07:02,EUR,German Bank Holiday,holiday,,,
2024-01-01,07:03,EUR,Italian Bank Holiday,holiday,,,
2024-01-01,08:00,GBP,Bank Holiday,holiday,,,
2024-01-01,13:00,CAD,Bank Holiday,holiday,,,
2024-01-01,13:00,USD,Bank Holiday,holiday,,,
2024-01-01,20:00,NZD,Bank Holiday,holiday,,,
2024-01-02,00:00,JPY,Bank Holiday,holiday,,,
2024-01-02,00:01,GBP,BRC Shop Price Index y/y,low,4.3%,,4.3%
2024-01-02,01:45,CNY,RatingDog Manufacturing PMI,medium,50.8,50.4,50.7
2024-01-02,05:30,AUD,Commodity Prices y/y,low,-10.7%,,-10.5%
2024-01-02,06:00,CHF,Bank Holiday,holiday,,,
2024-01-02,08:15,EUR,Spanish Manufacturing PMI,low,46.2,46.3,46.3
2024-01-02,08:45,EUR,Italian Manufacturing PMI,low,45.3,44.3,44.4
2024-01-02,08:50,EUR,French Final Manufacturing PMI,low,42.1,42.0,42.0
2024-01-02,08:55,EUR,German Final Manufacturing PMI,low,43.3,43.1,43.1
2024-01-02,09:00,EUR,Final Manufacturing PMI,low,44.4,44.2,44.2
2024-01-02,09:00,EUR,M3 Money Supply y/y,low,-0.9%,-1.0%,-1.0%
2024-01-02,09:00,EUR,Private Loans y/y,low,0.5%,0.8%,0.6%
2024-01-02,09:30,GBP,Final Manufacturing PMI,low,46.2,46.4,46.4
2024-01-02,14:30,CAD,Manufacturing PMI,low,45.4,,47.7
2024-01-02,14:45,USD,Final Manufacturing PMI,low,47.9,48.4,48.2
2024-01-02,14:51,NZD,GDT Price Index,low,1.2%,,2.3%
2024-01-02,15:00,USD,Construction Spending m/m,low,0.4%,0.6%,0.6%
2024-01-03,00:00,JPY,Bank Holiday,holiday,,,
