date,time,currency,event,impact,actual,forecast,previous
2022-02-02,21:30,AUD,AIG Construction Index,low,45.9,,57.0
2022-02-03,00:00,NZD,ANZ Commodity Prices m/m,low,1.0%,,-0.2%
2022-02-03,00:01,CNY,Bank Holiday,holiday,,,
2022-02-03,00:30,AUD,Building Approvals m/m,low,8.2%,-0.9%,3.6%
2022-02-03,00:30,AUD,Goods Trade Balance,low,8.36B,9.80B,9.42B
2022-02-03,00:30,AUD,NAB Quarterly Business Confidence,low,18,,-1
2022-02-03,03:35,JPY,30-y Bond Auction,low,0.793.4,,0.723.6
2022-02-03,08:15,EUR,Spanish Services PMI,low,46.6,51.9,55.8
2022-02-03,08:45,EUR,Italian Services PMI,low,48.5,50.0,53.0
2022-02-03,08:50,EUR,French Final Services PMI,low,53.1,53.1,53.1
2022-02-03,08:55,EUR,German Final Services PMI,low,52.2,52.2,52.2
2022-02-03,09:00,EUR,Final Services PMI,low,51.1,51.2,51.2
2022-02-03,09:30,GBP,Final Services PMI,low,54.1,53.3,53.3
2022-02-03,09:48,EUR,Spanish 10-y Bond Auction,low,0.851.6,,0.431.9
2022-02-03,10:00,EUR,PPI m/m,low,2.9%,2.9%,1.8%
2022-02-03,10:06,EUR,French 10-y Bond Auction,low,0.452.6,,0.302.1
2022-02-03,12:00,GBP,Asset Purchase Facility,high,,875B,875B
2022-02-03,12:00,GBP,BOE Monetary Policy Report,high,,,
2022-02-03,12:00,GBP,Monetary Policy Summary,high,,,
2022-02-03,12:00,GBP,MPC Asset Purchase Facility Votes,high,,0-0-9,0-0-9
2022-02-03,12:00,GBP,MPC Official Bank Rate Votes,high,9-0-0,7-0-2,8-0-1
2022-02-03,12:00,GBP,Official Bank Rate,high,0.50%,0.50%,0.25%
2022-02-03,12:30,GBP,BOE Gov Bailey Speaks,high,,,
2022-02-03,12:30,USD,Challenger Job Cuts y/y,low,-76.0%,,-75.3%
2022-02-03,12:45,EUR,Main Refinancing Rate,high,0.00%,0.00%,0.00%
2022-02-03,12:45,EUR,Monetary Policy Statement,high,,,
2022-02-03,13:30,EUR,ECB Press Conference,high,,,
2022-02-03,13:30,USD,Unemployment Claims,medium,238K,245K,260K
2022-02-03,13:30,USD,Prelim Nonfarm Productivity q/q,low,6.6%,3.8%,-5.0%
2022-02-03,13:30,USD,Prelim Unit Labor Costs q/q,low,0.3%,1.1%,8.3%
2022-02-03,14:00,USD,Fed Gov Nomination Hearings,high,,,
2022-02-03,14:45,USD,Final Services PMI,low,51.2,50.9,50.9
2022-02-03,15:00,USD,ISM Services PMI,high,59.9,59.5,62.0
2022-02-03,15:00,USD,Factory Orders m/m,low,-0.4%,-0.4%,1.6%
2022-02-03,15:30,USD,Natural Gas Storage,low,-268B,-280B,-219B
2022-02-03,21:45,NZD,Building Consents m/m,low,0.6%,,0.6%
2022-02-04,00:01,CNY,Bank Holiday,holiday,,,
2022-02-04,00:30,AUD,RBA Monetary Policy Statement,medium,,,
2022-02-04,07:00,EUR,German Factory Orders m/m,low,2.8%,0.4%,3.7%
2022-02-04,07:45,EUR,French Industrial Production m/m,low,-0.2%,0.5%,-0.4%
2022-02-04,07:45,EUR,French Prelim Private Payrolls q/q,low,0.5%,0.4%,0.5%
2022-02-04,09:30,GBP,Construction PMI,low,56.3,54.3,54.3
2022-02-04,10:00,EUR,Retail Sales m/m,low,-3.0%,-1.0%,1.0%
2022-02-04,12:15,GBP,MPC Member Broadbent Speaks,medium,,,
2022-02-04,13:30,CAD,Employment Change,high,-200.1K,-121.5K,54.7K
2022-02-04,13:30,CAD,Unemployment Rate,high,6.5%,6.3%,5.9%
2022-02-04,13:30,USD,Average Hourly Earnings m/m,high,0.7%,0.5%,0.6%
2022-02-04,13:30,USD,Non-Farm Employment Change,high,467K,110K,199K
2022-02-04,13:30,USD,Unemployment Rate,high,4.0%,3.9%,3.9%
2022-02-04,15:00,CAD,Ivey PMI,medium,50.7,55.1,45.0
2022-02-04,15:45,USD,President Biden Speaks,low,,,
2022-02-06,20:00,NZD,Bank Holiday,holiday,,,
2022-02-06,21:30,AUD,AIG Services Index,low,56.2,,49.6
2022-02-07,00:30,AUD,ANZ Job Advertisements m/m,low,-0.3%,,-5.5%
2022-02-07,01:45,CNY,RatingDog Services PMI,low,51.4,50.5,53.1
2022-02-07,05:00,JPY,Leading Indicators,low,104.3%,103.8%,103.0%
2022-02-07,06:45,CHF,Unemployment Rate,low,2.3%,2.4%,2.4%
2022-02-07,07:00,EUR,German Industrial Production m/m,low,-0.3%,0.4%,-0.2%
2022-02-07,07:00,GBP,Halifax HPI m/m,low,0.3%,0.9%,1.1%
2022-02-07,08:00,CHF,Foreign Currency Reserves,low,947B,,945B
2022-02-07,09:30,EUR,Sentix Investor Confidence,low,16.6,15.1,14.9
2022-02-07,15:45,EUR,ECB President Lagarde Speaks,medium,,,
2022-02-07,20:00,USD,Consumer Credit m/m,low,18.9B,24.9B,40.0B
2022-02-07,23:30,JPY,Average Cash Earnings y/y,low,-0.2%,0.9%,0.0%
2022-02-07,23:30,JPY,Household Spending y/y,low,-0.2%,0.0%,-1.3%
2022-02-07,23:50,JPY,Bank Lending y/y,low,0.6%,0.8%,0.6%
2022-02-07,23:50,JPY,Current Account,low,0.79T,1.16T,1.37T
2022-02-08,00:01,GBP,BRC Retail Sales Monitor y/y,low,8.1%,0.7%,0.6%
2022-02-08,00:27,AUD,NAB Business Confidence,low,3,,-12
2022-02-08,02:15,NZD,RBNZ Gov Orr Speaks,medium,,,
2022-02-08,05:00,JPY,Economy Watchers Sentiment,low,37.9,48.1,56.4
2022-02-08,07:45,EUR,French Trade Balance,low,-11.3B,-9.1B,-9.7B
2022-02-08,09:00,EUR,Italian Retail Sales m/m,low,0.9%,-0.4%,-0.4%
2022-02-08,10:56,USD,NFIB Small Business Index,low,97.1,97.4,98.9
2022-02-08,13:30,CAD,Trade Balance,low,-0.1B,2.5B,3.1B
2022-02-08,13:30,USD,Trade Balance,low,-80.7B,-83.0B,-80.2B
2022-02-08,14:56,USD,RCM/TIPP Economic Optimism,low,44.0,47.2,44.7
2022-02-08,21:30,USD,API Weekly Statistical Bulletin,low,,,
2022-02-08,23:30,AUD,Westpac Consumer Sentiment,low,-1.3%,,-2.0%
2022-02-08,23:50,JPY,M2 Money Stock y/y,low,3.6%,3.6%,3.7%
2022-02-09,05:59,JPY,Prelim Machine Tool Orders y/y,low,61.4%,,40.5%
2022-02-09,07:00,EUR,German Trade Balance,low,6.8B,11.3B,10.9B
2022-02-09,09:00,EUR,Italian Industrial Production m/m,low,-1.0%,-0.8%,1.9%
2022-02-09,10:32,EUR,German 30-y Bond Auction,low,0.391.2,,0.281.1
2022-02-09,13:10,GBP,MPC Member Pill Speaks,low,,,
2022-02-09,15:00,USD,Final Wholesale Inventories m/m,low,2.2%,2.1%,2.1%
2022-02-09,15:30,USD,Crude Oil Inventories,medium,-4.8M,1.5M,-1.0M
2022-02-09,15:30,USD,FOMC Member Bowman Speaks,low,,,
2022-02-09,17:00,CAD,BOC Gov Macklem Speaks,high,,,
2022-02-09,17:00,USD,FOMC Member Mester Speaks,medium,,,
2022-02-09,18:01,USD,10-y Bond Auction,medium,1.902.7,,1.722.5
2022-02-09,23:50,JPY,PPI y/y,low,8.6%,8.2%,8.5%
2022-02-10,00:01,GBP,RICS House Price Balance,low,74%,69%,69%
2022-02-10,00:03,AUD,MI Inflation Expectations,low,4.6%,,4.4%
2022-02-10,10:00,CNY,M2 Money Supply y/y,low,9.8%,9.2%,9.0%
2022-02-10,10:00,CNY,New Loans,low,3980B,3650B,1130B
2022-02-10,10:00,EUR,EU Economic Forecasts,medium,,,
2022-02-10,13:30,USD,Core CPI m/m,high,0.6%,0.5%,0.6%
2022-02-10,13:30,USD,Core CPI y/y,high,6.0%,5.9%,5.5%
2022-02-10,13:30,USD,CPI m/m,high,0.6%,0.4%,0.5%
2022-02-10,13:30,USD,CPI y/y,high,7.5%,7.2%,7.0%
2022-02-10,13:30,USD,Unemployment Claims,medium,223K,227K,238K
2022-02-10,15:00,USD,Mortgage Delinquencies,low,4.65%,,4.88%
2022-02-10,15:30,USD,Natural Gas Storage,low,-222B,-223B,-268B
2022-02-10,17:00,GBP,BOE Gov Bailey Speaks,high,,,
2022-02-10,18:01,USD,30-y Bond Auction,medium,2.342.3,,2.082.4
2022-02-10,19:00,USD,Federal Budget Balance,low,118.7B,19.5B,-21.3B
2022-02-10,21:30,NZD,BusinessNZ Manufacturing Index,low,52.1,,53.7
2022-02-10,22:30,AUD,RBA Gov Lowe Speaks,high,,,
2022-02-11,00:00,JPY,Bank Holiday,holiday,,,
2022-02-11,02:00,NZD,Inflation Expectations q/q,medium,3.27%,,2.96%
2022-02-11,07:00,EUR,German Final CPI m/m,low,0.4%,0.4%,0.4%
2022-02-11,07:00,EUR,German WPI m/m,low,2.3%,0.5%,0.2%
2022-02-11,07:00,GBP,Prelim GDP q/q,medium,1.0%,1.1%,1.3%
2022-02-11,07:00,GBP,Construction Output m/m,low,2.0%,-0.6%,3.5%
2022-02-11,07:00,GBP,GDP m/m,low,-0.2%,-0.5%,0.9%
2022-02-11,07:00,GBP,Goods Trade Balance,low,-12.4B,-12.4B,-11.3B
2022-02-11,07:00,GBP,Index of Services 3m/3m,low,1.2%,1.2%,1.3%
2022-02-11,07:00,GBP,Industrial Production m/m,low,0.3%,0.1%,1.0%
2022-02-11,07:00,GBP,Manufacturing Production m/m,low,0.2%,0.2%,1.1%
2022-02-11,07:30,CHF,CPI m/m,low,0.2%,0.0%,-0.1%
2022-02-11,09:30,GBP,Prelim Business Investment q/q,low,0.9%,-3.0%,0.4%
2022-02-11,13:03,GBP,NIESR GDP Estimate,low,0.9%,,1.2%
2022-02-11,15:00,USD,Prelim UoM Consumer Sentiment,medium,61.7,67.2,68.8
2022-02-11,15:00,USD,Prelim UoM Inflation Expectations,low,5.0%,,4.9%
2022-02-13,21:30,NZD,BusinessNZ Services Index,low,45.9,,49.7
2022-02-13,21:45,NZD,FPI m/m,low,2.7%,,0.6%
2022-02-14,07:30,CHF,PPI m/m,low,0.6%,0.2%,-0.1%
2022-02-14,13:30,USD,FOMC Member Bullard Speaks,high,,,
2022-02-14,16:15,EUR,ECB President Lagarde Speaks,medium,,,
2022-02-14,21:45,NZD,Visitor Arrivals m/m,low,16.0%,,44.0%
2022-02-14,23:50,JPY,Prelim GDP Price Index y/y,low,-1.3%,-1.3%,-1.1%
2022-02-14,23:50,JPY,Prelim GDP q/q,low,1.3%,1.5%,-0.8%
2022-02-15,00:30,AUD,Monetary Policy Meeting Minutes,high,,,
2022-02-15,04:30,JPY,Revised Industrial Production m/m,low,-1.0%,-1.0%,-1.0%
2022-02-15,06:16,CNY,Foreign Direct Investment ytd/y,low,11.6%,,14.9%
2022-02-15,07:00,GBP,Average Earnings Index 3m/y,low,4.3%,3.8%,4.2%
2022-02-15,07:00,GBP,Claimant Count Change,low,-31.9K,-36.2K,-43.3K
2022-02-15,07:00,GBP,Unemployment Rate,low,4.1%,4.1%,4.1%
2022-02-15,10:00,EUR,ZEW Economic Sentiment,medium,48.6,54.4,49.4
2022-02-15,10:00,EUR,German ZEW Economic Sentiment,medium,54.3,55.1,51.7
2022-02-15,10:00,EUR,Flash Employment Change q/q,low,0.5%,1.0%,0.9%
2022-02-15,10:00,EUR,Flash GDP q/q,low,0.3%,0.3%,0.3%
2022-02-15,10:00,EUR,Trade Balance,low,-9.7B,-4.7B,-1.3B
2022-02-15,10:08,GBP,10-y Bond Auction,low,1.602.5,,0.922.2
2022-02-15,13:15,CAD,Housing Starts,low,231K,244K,236K
2022-02-15,13:30,USD,PPI m/m,high,1.0%,0.5%,0.2%
2022-02-15,13:30,USD,Core PPI m/m,medium,0.8%,0.5%,0.5%
2022-02-15,13:30,USD,Empire State Manufacturing Index,medium,3.1,11.9,-0.7
2022-02-15,14:30,GBP,CB Leading Index m/m,low,0.0%,,0.2%
2022-02-15,14:55,NZD,GDT Price Index,low,4.2%,,4.1%
2022-02-15,15:30,AUD,CB Leading Index m/m,low,0.3%,,0.4%
2022-02-15,20:30,USD,President Biden Speaks,low,,,
2022-02-15,21:00,USD,TIC Long-Term Purchases,low,114.5B,56.9B,137.4B
2022-02-15,21:30,USD,API Weekly Statistical Bulletin,low,,,
2022-02-15,23:34,AUD,MI Leading Index m/m,low,0.1%,,0.0%
2022-02-16,01:30,CNY,CPI y/y,low,0.9%,1.0%,1.5%
2022-02-16,01:30,CNY,PPI y/y,low,9.1%,9.5%,10.3%
2022-02-16,04:30,JPY,Tertiary Industry Activity m/m,low,0.4%,0.3%,0.4%
2022-02-16,07:00,GBP,CPI y/y,high,5.5%,5.4%,5.4%
2022-02-16,07:00,GBP,Core CPI y/y,low,4.4%,4.3%,4.2%
2022-02-16,07:00,GBP,PPI Input m/m,low,0.9%,1.0%,-0.2%
2022-02-16,07:00,GBP,PPI Output m/m,low,1.2%,0.6%,0.3%
2022-02-16,07:00,GBP,RPI y/y,low,7.8%,7.4%,7.5%
2022-02-16,08:45,AUD,RBA Deputy Gov Debelle Speaks,low,,,
2022-02-16,09:30,GBP,HPI y/y,low,10.8%,9.3%,10.0%
2022-02-16,10:00,EUR,Industrial Production m/m,low,1.2%,0.4%,2.3%
2022-02-16,10:32,EUR,German 10-y Bond Auction,low,0.312.0,,-0.081.4
2022-02-16,13:30,CAD,CPI m/m,high,0.9%,0.6%,-0.1%
2022-02-16,13:30,CAD,Common CPI y/y,medium,2.3%,2.1%,2.1%
2022-02-16,13:30,CAD,Median CPI y/y,medium,3.3%,3.1%,3.0%
2022-02-16,13:30,CAD,Trimmed CPI y/y,medium,4.0%,3.7%,3.7%
2022-02-16,13:30,CAD,Manufacturing Sales m/m,low,0.7%,0.7%,2.6%
2022-02-16,13:30,CAD,Wholesale Sales m/m,low,0.6%,0.0%,3.5%
2022-02-16,13:30,USD,Core Retail Sales m/m,high,3.3%,1.0%,-2.3%
2022-02-16,13:30,USD,Retail Sales m/m,high,3.8%,2.1%,-1.9%
2022-02-16,13:30,USD,Import Prices m/m,low,2.0%,1.3%,-0.2%
2022-02-16,13:32,CAD,Core CPI m/m,low,0.8%,,0.0%
2022-02-16,14:15,USD,Industrial Production m/m,medium,1.4%,0.4%,-0.1%
2022-02-16,14:15,USD,Capacity Utilization Rate,low,77.6%,76.8%,76.5%
2022-02-16,15:00,USD,Business Inventories m/m,low,2.1%,2.1%,1.3%
2022-02-16,15:00,USD,NAHB Housing Market Index,low,82,82,83
2022-02-16,15:30,USD,Crude Oil Inventories,medium,1.1M,-2.2M,-4.8M
2022-02-16,18:30,CAD,Gov Council Member Lane Speaks,low,,,
2022-02-16,19:00,USD,FOMC Meeting Minutes,high,,,
2022-02-16,23:50,JPY,Core Machinery Orders m/m,low,3.6%,-2.0%,3.4%
2022-02-16,23:50,JPY,Trade Balance,low,-0.93T,-0.40T,-0.44T
2022-02-17,00:30,AUD,Employment Change,high,12.9K,0.0K,64.8K
2022-02-17,00:30,AUD,Unemployment Rate,high,4.2%,4.2%,4.2%
2022-02-17,07:00,CHF,Trade Balance,low,3.18B,4.23B,3.69B
2022-02-17,09:00,EUR,ECB Economic Bulletin,low,,,
2022-02-17,09:00,EUR,Italian Trade Balance,low,1.10B,5.11B,4.16B
2022-02-17,09:35,EUR,Spanish 10-y Bond Auction,low,1.231.5,,0.851.6
2022-02-17,13:30,CAD,Foreign Securities Purchases,low,37.56B,32.23B,30.15B
2022-02-17,13:30,USD,Philly Fed Manufacturing Index,medium,16.0,19.9,23.2
2022-02-17,13:30,USD,Unemployment Claims,medium,248K,217K,223K
2022-02-17,13:30,USD,Building Permits,low,1.90M,1.74M,1.87M
2022-02-17,13:30,USD,Housing Starts,low,1.64M,1.70M,1.70M
2022-02-17,15:15,All,G20 Meetings,medium,,,
2022-02-17,15:30,USD,Natural Gas Storage,low,-190B,-203B,-222B
2022-02-17,16:00,USD,FOMC Member Bullard Speaks,medium,,,
2022-02-17,21:45,NZD,PPI Input q/q,low,1.1%,2.0%,1.6%
2022-02-17,21:45,NZD,PPI Output q/q,low,1.4%,1.9%,1.8%
2022-02-17,22:00,USD,FOMC Member Mester Speaks,medium,,,
2022-02-17,23:30,JPY,National Core CPI y/y,low,0.2%,0.3%,0.5%
2022-02-18,07:00,GBP,Retail Sales m/m,medium,1.9%,1.1%,-3.7%
2022-02-18,07:45,EUR,French Final CPI m/m,low,0.3%,0.3%,0.3%
2022-02-18,09:00,EUR,Current Account,low,22.6B,24.3B,23.6B
2022-02-18,13:30,CAD,Core Retail Sales m/m,medium,-2.5%,-2.1%,1.1%
2022-02-18,13:30,CAD,Retail Sales m/m,medium,-1.8%,-2.1%,0.7%
2022-02-18,13:30,CAD,NHPI m/m,low,0.9%,0.6%,0.2%
2022-02-18,14:57,EUR,Consumer Confidence,low,-9,-8,-9
2022-02-18,15:00,USD,Existing Home Sales,medium,6.50M,6.10M,6.18M
2022-02-18,15:00,USD,CB Leading Index m/m,low,-0.3%,0.2%,0.8%
2022-02-18,15:15,All,G20 Meetings,medium,,,
2022-02-18,15:45,USD,FOMC Member Waller Speaks,medium,,,
2022-02-18,16:00,USD,FOMC Member Williams Speaks,low,,,
2022-02-18,18:30,USD,FOMC Member Brainard Speaks,medium,,,
2022-02-18,21:00,USD,President Biden Speaks,low,,,
2022-02-20,22:00,AUD,Flash Manufacturing PMI,low,57.6,,55.3
2022-02-20,22:00,AUD,Flash Services PMI,low,56.4,,45.0
2022-02-21,00:01,GBP,Rightmove HPI m/m,low,2.3%,,0.3%
2022-02-21,00:30,JPY,Flash Manufacturing PMI,low,52.9,55.0,54.6
2022-02-21,01:15,CNY,1-y Loan Prime Rate,medium,3.70%,3.70%,3.70%
2022-02-21,01:15,CNY,5-y Loan Prime Rate,medium,4.60%,4.60%,4.60%
2022-02-21,01:30,CNY,New Home Prices m/m,low,-0.04%,,-0.28%
2022-02-21,07:00,EUR,German PPI m/m,low,2.2%,1.6%,5.0%
2022-02-21,08:15,EUR,French Flash Services PMI,medium,57.9,54.0,53.1
2022-02-21,08:15,EUR,French Flash Manufacturing PMI,low,57.6,55.5,55.5
2022-02-21,08:30,EUR,German Flash Manufacturing PMI,high,58.5,59.6,60.5
2022-02-21,08:30,EUR,German Flash Services PMI,high,56.6,53.2,52.2
2022-02-21,09:00,EUR,Flash Manufacturing PMI,low,58.4,58.9,59.0
2022-02-21,09:00,EUR,Flash Services PMI,low,55.8,52.3,51.2
2022-02-21,09:30,GBP,Flash Manufacturing PMI,medium,57.3,57.2,56.9
2022-02-21,09:30,GBP,Flash Services PMI,medium,60.8,55.6,53.3
2022-02-21,11:00,EUR,German Buba Monthly Report,low,,,
2022-02-21,13:00,CAD,Bank Holiday,holiday,,,
2022-02-21,13:01,USD,Bank Holiday,holiday,,,
2022-02-21,16:15,USD,FOMC Member Bowman Speaks,low,,,
2022-02-21,23:50,JPY,SPPI y/y,low,1.2%,1.2%,1.1%
2022-02-22,00:30,AUD,Household Spending m/m,low,3.1%,,
2022-02-22,01:00,AUD,RBA Assist Gov Kent Speaks,low,,,
2022-02-22,02:00,NZD,Credit Card Spending y/y,low,5.5%,,1.2%
2022-02-22,05:00,JPY,BOJ Core CPI y/y,low,0.8%,1.1%,0.9%
2022-02-22,07:00,GBP,Public Sector Net Borrowing,low,-3.7B,-4.3B,16.1B
2022-02-22,09:00,EUR,German ifo Business Climate,medium,98.9,96.4,95.7
2022-02-22,10:45,GBP,MPC Member Ramsden Speaks,low,,,
2022-02-22,11:00,GBP,CBI Industrial Order Expectations,low,20,25,24
2022-02-22,13:56,EUR,Belgian NBB Business Climate,low,2.3,3.2,2.7
2022-02-22,14:00,USD,HPI m/m,low,1.2%,1.0%,1.1%
2022-02-22,14:00,USD,S&P/CS Composite-20 HPI y/y,low,18.6%,18.0%,18.3%
2022-02-22,14:45,USD,Flash Manufacturing PMI,medium,57.5,55.9,55.0
2022-02-22,14:45,USD,Flash Services PMI,medium,56.7,52.9,50.9
2022-02-22,14:59,USD,Richmond Manufacturing Index,low,1,10,8
2022-02-22,15:00,USD,CB Consumer Confidence,medium,110.5,109.9,113.8
2022-02-22,19:00,USD,President Biden Speaks,low,,,
2022-02-23,00:00,JPY,Bank Holiday,holiday,,,
2022-02-23,00:30,AUD,Wage Price Index q/q,medium,0.7%,0.7%,0.6%
2022-02-23,00:30,AUD,Construction Work Done q/q,low,-0.4%,2.6%,-0.3%
2022-02-23,01:00,NZD,Official Cash Rate,high,1.00%,1.00%,0.75%
2022-02-23,01:00,NZD,RBNZ Monetary Policy Statement,high,,,
2022-02-23,01:00,NZD,RBNZ Rate Statement,high,,,
2022-02-23,02:00,NZD,RBNZ Press Conference,high,,,
2022-02-23,07:00,EUR,German GfK Consumer Climate,low,-8.1,-6.2,-6.7
2022-02-23,09:00,CHF,UBS Economic Expectations,low,9.0,,9.5
2022-02-23,09:30,GBP,Monetary Policy Report Hearings,high,,,
2022-02-23,10:00,EUR,Final Core CPI y/y,low,2.3%,2.3%,2.3%
2022-02-23,10:00,EUR,Final CPI y/y,low,5.1%,5.1%,5.1%
2022-02-23,13:30,CAD,Corporate Profits q/q,low,3.8%,,2.8%
2022-02-23,15:00,GBP,MPC Member Tenreyro Speaks,medium,,,
2022-02-23,21:30,USD,API Weekly Statistical Bulletin,low,,,
2022-02-24,00:30,AUD,Private Capital Expenditure q/q,low,1.1%,2.6%,-2.2%
2022-02-24,10:15,All,G7 Meetings,low,,,
2022-02-24,11:00,GBP,CBI Realized Sales,low,14,26,28
2022-02-24,13:15,GBP,BOE Gov Bailey Speaks,medium,,,
2022-02-24,13:30,USD,Prelim GDP q/q,high,7.0%,7.0%,6.9%
2022-02-24,13:30,USD,Unemployment Claims,medium,232K,233K,248K
2022-02-24,13:30,USD,Prelim GDP Price Index q/q,low,7.1%,6.9%,6.9%
2022-02-24,14:00,CNY,CB Leading Index m/m,low,1.0%,,0.6%
2022-02-24,15:00,USD,New Home Sales,low,801K,800K,811K
2022-02-24,15:30,USD,Natural Gas Storage,low,-129B,-137B,-190B
2022-02-24,16:00,USD,Crude Oil Inventories,medium,4.5M,-1.0M,1.1M
2022-02-24,17:00,USD,FOMC Member Mester Speaks,medium,,,
2022-02-24,18:00,GBP,MPC Member Pill Speaks,medium,,,
2022-02-24,18:30,USD,President Biden Speaks,low,,,
2022-02-24,21:45,NZD,Core Retail Sales q/q,low,6.8%,5.5%,-6.7%
2022-02-24,21:45,NZD,Retail Sales q/q,low,8.6%,6.2%,-8.1%
2022-02-24,21:45,NZD,Trade Balance,low,-1082M,-500M,-477M
2022-02-24,23:30,JPY,Tokyo Core CPI y/y,low,0.5%,0.4%,0.2%
2022-02-25,00:01,GBP,GfK Consumer Confidence,low,-26,-19,-19
2022-02-25,01:25,USD,FOMC Member Waller Speaks,medium,,,
2022-02-25,07:00,EUR,German Final GDP q/q,low,-0.3%,-0.7%,-0.7%
2022-02-25,07:00,EUR,German Import Prices m/m,low,4.3%,1.7%,0.1%
2022-02-25,07:45,EUR,French Consumer Spending m/m,low,-1.5%,-0.9%,0.2%
2022-02-25,07:45,EUR,French Prelim CPI m/m,low,0.7%,0.4%,0.3%
2022-02-25,07:45,EUR,French Prelim GDP q/q,low,0.7%,0.7%,0.7%
2022-02-25,09:00,EUR,M3 Money Supply y/y,low,6.4%,6.7%,6.9%
2022-02-25,09:00,EUR,Private Loans y/y,low,4.3%,4.0%,4.1%
