date,time,currency,event,impact,actual,forecast,previous
2023-02-01,00:01,GBP,BRC Shop Price Index y/y,low,8.0%,,7.3%
2023-02-01,00:30,JPY,Final Manufacturing PMI,low,48.9,48.9,48.9
2023-02-01,01:45,CNY,RatingDog Manufacturing PMI,low,49.2,49.8,49.0
2023-02-01,05:30,AUD,Commodity Prices y/y,low,10.6%,,15.6%
2023-02-01,07:00,GBP,Nationwide HPI m/m,low,-0.6%,-0.5%,-0.1%
2023-02-01,08:15,EUR,Spanish Manufacturing PMI,low,48.4,47.9,46.4
2023-02-01,08:30,CHF,Manufacturing PMI,low,49.3,54.3,54.1
2023-02-01,08:45,EUR,Italian Manufacturing PMI,low,50.4,49.6,48.5
2023-02-01,08:50,EUR,French Final Manufacturing PMI,low,50.5,50.8,50.8
2023-02-01,08:55,EUR,German Final Manufacturing PMI,low,47.3,47.0,47.0
2023-02-01,09:00,EUR,Final Manufacturing PMI,low,48.8,48.8,48.8
2023-02-01,09:30,GBP,Final Manufacturing PMI,low,47.0,46.7,46.7
2023-02-01,10:00,EUR,Core CPI Flash Estimate y/y,medium,5.2%,5.1%,5.2%
2023-02-01,10:00,EUR,CPI Flash Estimate y/y,medium,8.5%,9.0%,9.2%
2023-02-01,10:00,EUR,Italian Prelim CPI m/m,low,0.2%,0.0%,0.3%
2023-02-01,10:00,EUR,Unemployment Rate,low,6.6%,6.5%,6.5%
2023-02-01,10:15,All,OPEC-JMMC Meetings,medium,,,
2023-02-01,10:34,EUR,German 10-y Bond Auction,low,2.271.5,,2.251.4
2023-02-01,13:15,USD,ADP Non-Farm Employment Change,high,106K,176K,235K
2023-02-01,14:30,CAD,Manufacturing PMI,low,51.0,,49.2
2023-02-01,14:45,USD,Final Manufacturing PMI,low,46.9,46.8,46.8
2023-02-01,15:00,USD,ISM Manufacturing PMI,high,47.4,48.0,48.4
2023-02-01,15:00,USD,JOLTS Job Openings,high,11.01M,10.28M,10.46M
2023-02-01,15:00,USD,Construction Spending m/m,low,-0.4%,0.0%,0.2%
2023-02-01,15:00,USD,ISM Manufacturing Prices,low,44.5,40.6,39.4
2023-02-01,15:15,USD,Omdia Total Vehicle Sales,low,15.7M,15.2M,13.3M
2023-02-01,15:30,USD,Crude Oil Inventories,low,4.1M,-1.0M,0.5M
2023-02-01,19:00,USD,Federal Funds Rate,high,4.75%,4.75%,4.50%
2023-02-01,19:00,USD,FOMC Statement,high,,,
2023-02-01,19:30,USD,FOMC Press Conference,high,,,
2023-02-01,21:45,NZD,Building Consents m/m,low,-7.2%,,7.0%
2023-02-01,23:50,JPY,Monetary Base y/y,low,-3.8%,-3.2%,-6.1%
2023-02-02,00:30,AUD,Building Approvals m/m,low,18.5%,1.1%,-9.0%
2023-02-02,00:30,AUD,NAB Quarterly Business Confidence,low,-1,,9
2023-02-02,03:35,JPY,10-y Bond Auction,low,0.494.6,,0.504.8
2023-02-02,07:00,EUR,German Trade Balance,low,10.0B,9.2B,10.8B
2023-02-02,08:00,CHF,SECO Consumer Climate,low,-30,-38,-47
2023-02-02,08:00,EUR,Spanish Unemployment Change,low,70.7K,-15.2K,-43.7K
2023-02-02,09:59,EUR,French 10-y Bond Auction,low,2.682.1,,2.771.9
2023-02-02,12:00,GBP,BOE Monetary Policy Report,high,,,
2023-02-02,12:00,GBP,Monetary Policy Summary,high,,,
2023-02-02,12:00,GBP,MPC Official Bank Rate Votes,high,7-0-2,7-0-2,7-0-2
2023-02-02,12:00,GBP,Official Bank Rate,high,4.00%,4.00%,3.50%
2023-02-02,12:30,GBP,BOE Gov Bailey Speaks,high,,,
2023-02-02,12:30,USD,Challenger Job Cuts y/y,low,440.0%,,129.1%
2023-02-02,13:15,EUR,Main Refinancing Rate,high,3.00%,3.00%,2.50%
2023-02-02,13:15,EUR,Monetary Policy Statement,high,,,
2023-02-02,13:30,CAD,Building Permits m/m,low,-7.3%,-2.1%,14.1%
